source	line	section	commit	categories	table_header	claim
original-REPORT.md	440	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| raytrace | 187.17 us | 175.69 us | -6.13% | +0.00% | +0.00% | 342.60 us | 270.10 us | -21.16% | +0.17% | +1.32% | 10.76 KiB |
original-REPORT.md	441	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| regexmatch | 36.266 ms | 34.291 ms | -5.44% | +0.01% | +0.07% | 57.104 ms | 45.730 ms | -19.92% | +2.11% | +0.06% | 2.95 MiB |
original-REPORT.md	442	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| wasm3 | 9.029 ms | 8.711 ms | -3.52% | +0.02% | +0.20% | 13.468 ms | 11.112 ms | -17.49% | +4.65% | +0.11% | 908.21 KiB |
original-REPORT.md	443	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| json-as | 899.60 us | 853.27 us | -5.15% | +1.39% | +1.50% | 1.472 ms | 1.227 ms | -16.63% | +1.95% | +0.99% | 63.23 KiB |
original-REPORT.md	444	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| blake-as | 266.77 us | 246.13 us | -7.74% | +0.00% | +0.00% | 411.35 us | 346.00 us | -15.89% | +0.63% | +1.04% | 10.80 KiB |
original-REPORT.md	445	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| utf-as | 126.25 us | 117.17 us | -7.19% | +0.00% | +0.00% | 249.58 us | 226.65 us | -9.19% | +0.25% | +1.44% | 4.28 KiB |
original-REPORT.md	446	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| xjb-mulhi | 28.48 us | 28.50 us | +0.07% | +0.00% | +0.00% | 53.73 us | 54.23 us | +0.93% | +0.11% | +1.14% | 480 B |
original-REPORT.md	447	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| swar-pack-parse | 26.63 us | 33.50 us | +25.82% | +0.00% | +0.00% | 57.23 us | 57.06 us | -0.29% | +0.59% | +2.33% | 580 B |
original-REPORT.md	448	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| json-as-simd | 974.60 us | 986.69 us | +1.24% | +1.29% | +1.44% | 1.680 ms | 1.352 ms | -19.51% | +2.10% | +0.94% | 71.79 KiB |
original-REPORT.md	449	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| blake-as-simd | 656.71 us | 618.58 us | -5.81% | +0.24% | +2.27% | 1.211 ms | 921.69 us | -23.89% | +0.43% | +1.81% | 30.57 KiB |
original-REPORT.md	450	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| utf-as-simd | 359.69 us | 350.00 us | -2.69% | +0.00% | +0.00% | 679.52 us | 534.25 us | -21.38% | +0.28% | +0.94% | 20.18 KiB |
original-REPORT.md	451	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| lua | 13.828 ms | 13.053 ms | -5.61% | +0.02% | +0.27% | 21.979 ms | 17.353 ms | -21.05% | +2.54% | +0.16% | 923.23 KiB |
original-REPORT.md	452	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| sqlite3 | 53.689 ms | 51.818 ms | -3.48% | +0.00% | +0.07% | 85.234 ms | 67.460 ms | -20.85% | +3.40% | +0.00% | 3.56 MiB |
original-REPORT.md	453	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| ruby | 591.209 ms | 521.049 ms | -11.87% | +0.00% | +0.01% | 964.440 ms | 725.167 ms | -24.81% | +2.14% | +0.01% | 35.83 MiB |
original-REPORT.md	454	## Older complete compile corpus		time,memory,allocations,code-or-storage-size	| Corpus | Backend main | Backend branch | Backend delta | Backend heap delta | Backend alloc delta | Full main | Full branch | Full delta | Full heap delta | Full alloc delta | Native code |	| esbuild | 374.843 ms | 342.821 ms | -8.54% | +0.00% | +0.01% | 627.529 ms | 504.845 ms | -19.55% | +0.22% | +0.00% | 29.47 MiB |
original-REPORT.md	464	## Older representation-only execution checkpoint		time,code-or-storage-size,method-or-checkpoint		budget code changes. Each row is the median of eight interleaved 100 ms samples
original-REPORT.md	465	## Older representation-only execution checkpoint		time,code-or-storage-size,method-or-checkpoint		from the earlier byte-identical checkpoint; the current execution result is the
original-REPORT.md	470	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| tiny.add | 21.0 ns | 21.1 ns | +0.52% | p=0.524 n=8 |
original-REPORT.md	471	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| fib_iter.fib | 29.2 ns | 29.2 ns | +0.12% | p=0.574 n=8 |
original-REPORT.md	472	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| fib_rec.fib | 1.115 ms | 1.072 ms | -3.86% | p=0.442 n=8 |
original-REPORT.md	473	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| arith.run | 1.48 us | 1.48 us | -0.10% | p=0.983 n=8 |
original-REPORT.md	474	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| float.run | 2.53 us | 2.57 us | +1.52% | p=0.442 n=8 |
original-REPORT.md	475	## Older representation-only execution checkpoint		time,memory,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| memory.sum | 307.9 ns | 311.3 ns | +1.12% | p=0.279 n=8 |
original-REPORT.md	476	## Older representation-only execution checkpoint		time,memory,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| memory_tree.run | 8.66 us | 8.68 us | +0.18% | p=0.505 n=8 |
original-REPORT.md	477	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| globals.accumulate | 598.6 ns | 631.2 ns | +5.44% | p=0.169 n=8 |
original-REPORT.md	478	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| dispatch.apply | 24.2 ns | 24.3 ns | +0.77% | p=0.984 n=8 |
original-REPORT.md	479	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| branches.classify | 21.1 ns | 21.0 ns | -0.88% | p=0.523 n=8 |
original-REPORT.md	480	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| many_funcs.run | 21.4 ns | 21.2 ns | -0.84% | p=0.395 n=8 |
original-REPORT.md	481	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| linked_list.sum | 5.53 us | 5.64 us | +2.10% | p=0.195 n=8 |
original-REPORT.md	482	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| mandelbrot.render | 219.58 us | 218.56 us | -0.46% | p=0.721 n=8 |
original-REPORT.md	483	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| sieve.count | 100.19 us | 98.91 us | -1.28% | p=0.291 n=8 |
original-REPORT.md	484	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| nbody.step | 144.29 us | 143.64 us | -0.45% | p=0.959 n=8 |
original-REPORT.md	485	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| spectralnorm.run | 388.24 us | 383.33 us | -1.26% | p=0.328 n=8 |
original-REPORT.md	486	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| fannkuch.run | 1.256 ms | 1.252 ms | -0.37% | p=0.959 n=8 |
original-REPORT.md	487	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| matmul.run | 149.02 us | 148.06 us | -0.64% | p=0.721 n=8 |
original-REPORT.md	488	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| quicksort.sortN | 69.39 us | 69.12 us | -0.39% | p=0.721 n=8 |
original-REPORT.md	489	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| crc32.hashN | 23.40 us | 23.76 us | +1.57% | p=0.130 n=8 |
original-REPORT.md	490	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| sha256.hashN | 28.30 us | 28.38 us | +0.29% | p=0.798 n=8 |
original-REPORT.md	491	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| raytrace.render | 258.26 us | 257.33 us | -0.36% | p=0.574 n=8 |
original-REPORT.md	492	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| json-as.serializeN | 19.01 us | 18.97 us | -0.22% | p=0.878 n=8 |
original-REPORT.md	493	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| json-as.deserializeN | 39.35 us | 39.43 us | +0.19% | p=0.505 n=8 |
original-REPORT.md	494	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| blake-as.hashN | 396.99 us | 398.36 us | +0.34% | p=0.505 n=8 |
original-REPORT.md	495	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| utf-as.convertN | 123.31 us | 126.01 us | +2.19% | p=0.130 n=8 |
original-REPORT.md	496	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| xjb-mulhi.mulhi | 21.6 ns | 21.9 ns | +1.67% | p=0.700 n=8 |
original-REPORT.md	497	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| xjb-mulhi.runN | 1.23 us | 1.24 us | +0.73% | p=0.314 n=8 |
original-REPORT.md	498	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| swar-pack-parse.pack | 21.6 ns | 21.1 ns | -2.29% | p=0.574 n=8 |
original-REPORT.md	499	## Older representation-only execution checkpoint		time,method-or-checkpoint	| Workload | Main | Branch | Delta | Mann-Whitney result |	| swar-pack-parse.parse4 | 22.1 ns | 22.2 ns | +0.72% | p=0.721 n=8 |
